tanggal,hari,product_id,product_name,kategori,satuan,harga_normal,diskon_persen,harga_jual,cogs,quantity_sold,lost_sales,revenue,gross_profit,stock_awal,restock_diterima,stock_akhir,restock_dipesan,expired_qty,tanggal_kedaluwarsa,days_to_expiry,is_periode_gajian,is_ramadan
2026-05-14,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,90,0,83,0,0,2027-05-06,357,0,0
2026-05-15,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,5,0,360000,45000,83,0,78,0,0,2027-05-06,356,0,0
2026-05-16,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,24,0,1528800,16800,78,0,54,0,0,2027-05-06,355,0,0
2026-05-17,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,11,0,792000,99000,54,0,43,0,0,2027-05-06,354,0,0
2026-05-18,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,4,0,288000,36000,43,0,39,0,0,2027-05-06,353,0,0
2026-05-19,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,39,0,29,0,0,2027-05-06,352,0,0
2026-05-20,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,8,0,509600,5600,29,0,21,80,0,2027-05-06,351,0,0
2026-05-21,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,21,0,11,0,0,2027-05-06,350,0,0
2026-05-22,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,11,5,792000,99000,11,0,0,0,0,2027-05-06,349,0,0
2026-05-23,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,11,0,792000,99000,80,80,69,0,0,2027-05-23,365,0,0
2026-05-24,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,8,0,576000,72000,69,0,61,0,0,2027-05-23,364,0,0
2026-05-25,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,61,0,54,0,0,2027-05-23,363,1,0
2026-05-26,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,54,0,42,0,0,2027-05-23,362,1,0
2026-05-27,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,42,0,30,0,0,2027-05-23,361,1,0
2026-05-28,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,30,0,18,176,0,2027-05-23,360,1,0
2026-05-29,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,10,0,637000,7000,18,0,8,0,0,2027-05-23,359,1,0
2026-05-30,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,8,15,576000,72000,8,0,0,0,0,2027-05-23,358,1,0
2026-05-31,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,7,0,463400,22400,176,176,169,0,0,2027-05-31,365,1,0
2026-06-01,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,6,0,382200,4200,169,0,163,0,0,2027-05-31,364,1,0
2026-06-02,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,163,0,153,0,0,2027-05-31,363,1,0
2026-06-03,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,6,0,397200,19200,153,0,147,0,0,2027-05-31,362,1,0
2026-06-04,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,5,0,360000,45000,147,0,142,0,0,2027-05-31,361,1,0
2026-06-05,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,142,0,133,0,0,2027-05-31,360,1,0
2026-06-06,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,11,0,728200,35200,133,0,122,0,0,2027-05-31,359,0,0
2026-06-07,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,4,0,288000,36000,122,0,118,0,0,2027-05-31,358,0,0
2026-06-08,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,6,0,432000,54000,118,0,112,0,0,2027-05-31,357,0,0
2026-06-09,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,112,0,105,0,0,2027-05-31,356,0,0
2026-06-10,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,105,0,93,0,0,2027-05-31,355,0,0
2026-06-11,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,9,0,573300,6300,93,0,84,0,0,2027-05-31,354,0,0
2026-06-12,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,11,0,792000,99000,84,0,73,0,0,2027-05-31,353,0,0
2026-06-13,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,15,0,955500,10500,73,0,58,0,0,2027-05-31,352,0,0
2026-06-14,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,16,0,1019200,11200,58,0,42,0,0,2027-05-31,351,0,0
2026-06-15,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,42,0,30,0,0,2027-05-31,350,0,0
2026-06-16,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,5,0,360000,45000,30,0,25,80,0,2027-05-31,349,0,0
2026-06-17,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,9,0,573300,6300,25,0,16,0,0,2027-05-31,348,0,0
2026-06-18,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,12,0,764400,8400,96,80,84,0,0,2027-06-18,365,0,0
2026-06-19,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,19,0,1368000,171000,84,0,65,0,0,2027-06-18,364,0,0
2026-06-20,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,16,0,1152000,144000,65,0,49,0,0,2027-06-18,363,0,0
2026-06-21,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,49,0,40,0,0,2027-06-18,362,0,0
2026-06-22,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,13,0,936000,117000,40,0,27,80,0,2027-06-18,361,0,0
2026-06-23,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,5,0,360000,45000,27,0,22,0,0,2027-06-18,360,0,0
2026-06-24,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,7,0,478800,37800,22,0,15,0,0,2027-06-18,359,0,0
2026-06-25,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,13,0,936000,117000,95,80,82,0,0,2027-06-25,365,1,0
2026-06-26,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,19,0,1368000,171000,82,0,63,0,0,2027-06-25,364,1,0
2026-06-27,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,63,0,51,0,0,2027-06-25,363,1,0
2026-06-28,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,16,0,1152000,144000,51,0,35,0,0,2027-06-25,362,1,0
2026-06-29,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,14,0,1008000,126000,35,0,21,80,0,2027-06-25,361,1,0
2026-06-30,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,13,0,936000,117000,101,80,88,0,0,2027-06-30,365,1,0
2026-07-01,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,5,0,331000,16000,88,0,83,0,0,2027-06-30,364,1,0
2026-07-02,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,83,0,73,0,0,2027-06-30,363,1,0
2026-07-03,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,10,0,684000,54000,73,0,63,0,0,2027-06-30,362,1,0
2026-07-04,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,12,0,820800,64800,63,0,51,0,0,2027-06-30,361,1,0
2026-07-05,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,51,0,44,0,0,2027-06-30,360,1,0
2026-07-06,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,6,0,382200,4200,44,0,38,0,0,2027-06-30,359,0,0
2026-07-07,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,4,0,288000,36000,38,0,34,0,0,2027-06-30,358,0,0
2026-07-08,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,34,0,27,80,0,2027-06-30,357,0,0
2026-07-09,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,17,0,1082900,11900,27,0,10,0,0,2027-06-30,356,0,0
2026-07-10,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,10,13,637000,7000,10,0,0,0,0,2027-06-30,355,0,0
2026-07-11,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,80,80,73,0,0,2027-07-11,365,0,0
2026-07-12,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,12,0,764400,8400,73,0,61,0,0,2027-07-11,364,0,0
2026-07-13,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,16,0,1019200,11200,61,0,45,0,0,2027-07-11,363,0,0
2026-07-14,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,6,0,410400,32400,45,0,39,0,0,2027-07-11,362,0,0
2026-07-15,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,6,0,432000,54000,39,0,33,0,0,2027-07-11,361,0,0
2026-07-16,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,33,0,24,80,0,2027-07-11,360,0,0
2026-07-17,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,24,0,15,0,0,2027-07-11,359,0,0
2026-07-18,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,15,0,1080000,135000,95,80,80,0,0,2027-07-18,365,0,0
2026-07-19,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,12,0,764400,8400,80,0,68,0,0,2027-07-18,364,0,0
2026-07-20,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,6,0,432000,54000,68,0,62,0,0,2027-07-18,363,0,0
2026-07-21,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,11,0,700700,7700,62,0,51,0,0,2027-07-18,362,0,0
2026-07-22,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,12,0,820800,64800,51,0,39,0,0,2027-07-18,361,0,0
2026-07-23,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,5,0,360000,45000,39,0,34,0,0,2027-07-18,360,0,0
2026-07-24,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,13,0,936000,117000,34,0,21,80,0,2027-07-18,359,0,0
2026-07-25,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,101,80,89,0,0,2027-07-25,365,1,0
2026-07-26,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,14,0,1008000,126000,89,0,75,0,0,2027-07-25,364,1,0
2026-07-27,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,12,0,864000,108000,75,0,63,0,0,2027-07-25,363,1,0
2026-07-28,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,5.0,68400,63000,12,0,820800,64800,63,0,51,0,0,2027-07-25,362,1,0
2026-07-29,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,17,0,1082900,11900,51,0,34,0,0,2027-07-25,361,1,0
2026-07-30,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,14,0,891800,9800,34,0,20,80,0,2027-07-25,360,1,0
2026-07-31,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,13,0,828100,9100,20,0,7,0,0,2027-07-25,359,1,0
2026-08-01,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,13,0,860600,41600,87,80,74,0,0,2027-08-01,365,1,0
2026-08-02,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,11,0,792000,99000,74,0,63,0,0,2027-08-01,364,1,0
2026-08-03,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,63,0,54,0,0,2027-08-01,363,1,0
2026-08-04,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,10.0,64800,63000,6,0,388800,10800,54,0,48,0,0,2027-08-01,362,1,0
2026-08-05,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,48,0,38,0,0,2027-08-01,361,1,0
2026-08-06,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,38,0,28,80,0,2027-08-01,360,0,0
2026-08-07,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,8.0,66200,63000,9,0,595800,28800,28,0,19,0,0,2027-08-01,359,0,0
2026-08-08,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,14,0,891800,9800,99,80,85,0,0,2027-08-08,365,0,0
2026-08-09,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,9,0,648000,81000,85,0,76,0,0,2027-08-08,364,0,0
2026-08-10,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,8,0,576000,72000,76,0,68,0,0,2027-08-08,363,0,0
2026-08-11,Selasa,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,6,0,432000,54000,68,0,62,0,0,2027-08-08,362,0,0
2026-08-12,Rabu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,7,0,504000,63000,62,0,55,0,0,2027-08-08,361,0,0
2026-08-13,Kamis,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,13,0,828100,9100,55,0,42,0,0,2027-08-08,360,0,0
2026-08-14,Jumat,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,10,0,720000,90000,42,0,32,0,0,2027-08-08,359,0,0
2026-08-15,Sabtu,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,13,0,936000,117000,32,0,19,80,0,2027-08-08,358,0,0
2026-08-16,Minggu,SKU002,Beras Premium 5kg,Sembako,karung,72000,11.5,63700,63000,8,0,509600,5600,19,0,11,0,0,2027-08-08,357,0,0
2026-08-17,Senin,SKU002,Beras Premium 5kg,Sembako,karung,72000,0.0,72000,63000,8,0,576000,72000,11,0,3,0,0,2027-08-08,356,0,0
2025-08-18,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,15,0,231000,3000,67,0,52,0,0,2026-11-28,467,0,0
2025-08-19,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,52,0,42,110,0,2026-11-28,466,0,0
2025-08-20,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,16,0,288000,44800,42,0,26,0,0,2026-11-28,465,0,0
2025-08-21,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,15,0,270000,42000,136,110,121,0,0,2027-02-12,540,0,0
2025-08-22,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,17,0,306000,47600,121,0,104,0,0,2027-02-12,539,0,0
2025-08-23,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,15,0,231000,3000,104,0,89,0,0,2027-02-12,538,0,0
2025-08-24,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,89,0,79,0,0,2027-02-12,537,0,0
2025-08-25,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,15,0,270000,42000,79,0,64,0,0,2027-02-12,536,1,0
2025-08-26,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,15,0,270000,42000,64,0,49,0,0,2027-02-12,535,1,0
2025-08-27,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,18,0,324000,50400,49,0,31,110,0,2027-02-12,534,1,0
2025-08-28,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,12,0,216000,33600,31,0,19,0,0,2027-02-12,533,1,0
2025-08-29,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,129,110,115,0,0,2027-02-20,540,1,0
2025-08-30,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,16,0,288000,44800,115,0,99,0,0,2027-02-20,539,1,0
2025-08-31,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,18,0,298800,25200,99,0,81,0,0,2027-02-20,538,1,0
2025-09-01,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,26,0,400400,5200,81,0,55,0,0,2027-02-20,537,1,0
2025-09-02,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,19,0,292600,3800,55,0,36,110,0,2027-02-20,536,1,0
2025-09-03,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,13,0,234000,36400,146,110,133,0,0,2027-02-25,540,1,0
2025-09-04,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,18,0,324000,50400,133,0,115,0,0,2027-02-25,539,1,0
2025-09-05,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,37,0,569800,7400,115,0,78,0,0,2027-02-25,538,1,0
2025-09-06,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,17,0,306000,47600,78,0,61,0,0,2027-02-25,537,0,0
2025-09-07,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,23,0,414000,64400,61,0,38,110,0,2027-02-25,536,0,0
2025-09-08,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,17,0,261800,3400,38,0,21,0,0,2027-02-25,535,0,0
2025-09-09,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,23,0,381800,32200,131,110,108,0,0,2027-03-03,540,0,0
2025-09-10,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,108,0,94,0,0,2027-03-03,539,0,0
2025-09-11,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,13,0,234000,36400,94,0,81,0,0,2027-03-03,538,0,0
2025-09-12,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,15,0,270000,42000,81,0,66,0,0,2027-03-03,537,0,0
2025-09-13,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,21,0,378000,58800,66,0,45,0,0,2027-03-03,536,0,0
2025-09-14,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,17,0,306000,47600,45,0,28,110,0,2027-03-03,535,0,0
2025-09-15,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,10.0,16200,15200,10,0,162000,10000,28,0,18,0,0,2027-03-03,534,0,0
2025-09-16,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,18,0,4,0,0,2027-03-03,533,0,0
2025-09-17,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,114,110,100,0,0,2027-03-11,540,0,0
2025-09-18,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,100,0,90,0,0,2027-03-11,539,0,0
2025-09-19,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,15,0,231000,3000,90,0,75,0,0,2027-03-11,538,0,0
2025-09-20,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,22,0,396000,61600,75,0,53,0,0,2027-03-11,537,0,0
2025-09-21,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,12.0,15800,15200,20,0,316000,12000,53,0,33,242,0,2027-03-11,536,0,0
2025-09-22,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,33,0,23,0,0,2027-03-11,535,0,0
2025-09-23,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,16,0,265600,22400,265,242,249,0,0,2027-03-17,540,0,0
2025-09-24,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,15,0,231000,3000,249,0,234,0,0,2027-03-17,539,0,0
2025-09-25,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,17,0,306000,47600,234,0,217,0,0,2027-03-17,538,1,0
2025-09-26,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,20,0,360000,56000,217,0,197,0,0,2027-03-17,537,1,0
2025-09-27,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,16,0,288000,44800,197,0,181,0,0,2027-03-17,536,1,0
2025-09-28,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,21,0,378000,58800,181,0,160,0,0,2027-03-17,535,1,0
2025-09-29,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,27,0,448200,37800,160,0,133,0,0,2027-03-17,534,1,0
2025-09-30,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,18,0,324000,50400,133,0,115,0,0,2027-03-17,533,1,0
2025-10-01,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,30,0,498000,42000,115,0,85,0,0,2027-03-17,532,1,0
2025-10-02,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,19,0,292600,3800,85,0,66,0,0,2027-03-17,531,1,0
2025-10-03,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,13,0,234000,36400,66,0,53,0,0,2027-03-17,530,1,0
2025-10-04,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,21,0,378000,58800,53,0,32,110,0,2027-03-17,529,1,0
2025-10-05,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,23,0,414000,64400,32,0,9,0,0,2027-03-17,528,1,0
2025-10-06,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,119,110,105,0,0,2027-03-30,540,0,0
2025-10-07,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,8,0,144000,22400,105,0,97,0,0,2027-03-30,539,0,0
2025-10-08,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,13,0,234000,36400,97,0,84,0,0,2027-03-30,538,0,0
2025-10-09,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,21,0,378000,58800,84,0,63,0,0,2027-03-30,537,0,0
2025-10-10,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,12.0,15800,15200,22,0,347600,13200,63,0,41,110,0,2027-03-30,536,0,0
2025-10-11,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,5.0,17100,15200,12,0,205200,22800,41,0,29,0,0,2027-03-30,535,0,0
2025-10-12,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,12,0,216000,33600,29,0,17,0,0,2027-03-30,534,0,0
2025-10-13,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,127,110,113,0,0,2027-04-06,540,0,0
2025-10-14,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,6,0,108000,16800,113,0,107,0,0,2027-04-06,539,0,0
2025-10-15,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,15,0,270000,42000,107,0,92,0,0,2027-04-06,538,0,0
2025-10-16,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,14,0,215600,2800,92,0,78,0,0,2027-04-06,537,0,0
2025-10-17,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,78,0,68,0,0,2027-04-06,536,0,0
2025-10-18,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,17,0,306000,47600,68,0,51,0,0,2027-04-06,535,0,0
2025-10-19,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,51,0,37,110,0,2027-04-06,534,0,0
2025-10-20,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,10,0,180000,28000,37,0,27,0,0,2027-04-06,533,0,0
2025-10-21,Selasa,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,12,0,216000,33600,137,110,125,0,0,2027-04-14,540,0,0
2025-10-22,Rabu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,13,0,234000,36400,125,0,112,0,0,2027-04-14,539,0,0
2025-10-23,Kamis,SKU003,Gula Pasir 1kg,Sembako,pak,18000,14.31,15400,15200,20,0,308000,4000,112,0,92,0,0,2027-04-14,538,0,0
2025-10-24,Jumat,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,22,0,396000,61600,92,0,70,0,0,2027-04-14,537,0,0
2025-10-25,Sabtu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,8.0,16600,15200,28,0,464800,39200,70,0,42,110,0,2027-04-14,536,1,0
2025-10-26,Minggu,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,31,0,558000,86800,152,110,121,0,0,2027-04-19,540,1,0
2025-10-27,Senin,SKU003,Gula Pasir 1kg,Sembako,pak,18000,0.0,18000,15200,14,0,252000,39200,121,0,107,0,0,2027-04-19,539,1,0
